index,position_x,position_y,position_z,Caten-length_walltowall,Bulbcablelength(M),CatenToFloor,LineID,bulbonline,cat_sagcenter_pt_x,cat_sagcenter_pt_y,cat_sagcenter_pt_z,cat_endpoint1_x,cat_endpoint1_y,cat_endpoint1_z,cat_endpoint2_x,cat_endpoint2_y,cat_endpoint2_z,AmI_Yaxis_indicator,AmI_Xaxis_indicator,AmI_0axis_Indicator,AmI_Zaxis_indicator
174,1.425,4.118,4.561,9.993,1.382,-4.561,5,7,0.955,6.328,4.386,1.937,1.708,5.675,0.027,10.695,6.395,False,False,False,False
175,1.360,4.425,4.498,9.993,1.009,-4.498,5,8,0.955,6.328,4.386,1.937,1.708,5.675,0.027,10.695,6.395,False,False,False,False
176,1.294,4.732,4.437,9.993,0.631,-4.437,5,9,0.955,6.328,4.386,1.937,1.708,5.675,0.027,10.695,6.395,False,False,False,False
177,1.228,5.044,4.403,9.993,0.361,-4.403,5,10,0.955,6.328,4.386,1.937,1.708,5.675,0.027,10.695,6.395,False,False,False,False
178,1.162,5.355,4.370,9.993,0.211,-4.370,5,11,0.955,6.328,4.386,1.937,1.708,5.675,0.027,10.695,6.395,False,False,False,False
179,1.095,5.668,4.365,9.993,0.176,-4.365,5,12,0.955,6.328,4.386,1.937,1.708,5.675,0.027,10.695,6.395,False,False,False,False
180,1.029,5.981,4.361,9.993,0.138,-4.361,5,13,0.955,6.328,4.386,1.937,1.708,5.675,0.027,10.695,6.395,False,False,False,False
181,0.963,6.293,4.383,9.993,0.070,-4.383,5,14,0.955,6.328,4.386,1.937,1.708,5.675,0.027,10.695,6.395,False,False,False,False
182,0.896,6.606,4.408,9.993,0.110,-4.408,5,15,0.955,6.328,4.386,1.937,1.708,5.675,0.027,10.695,6.395,False,False,False,False
183,0.831,6.915,4.458,9.993,0.372,-4.458,5,16,0.955,6.328,4.386,1.937,1.708,5.675,0.027,10.695,6.395,False,False,False,False
184,0.765,7.223,4.513,9.993,0.584,-4.513,5,17,0.955,6.328,4.386,1.937,1.708,5.675,0.027,10.695,6.395,False,False,False,False
185,0.700,7.527,4.589,9.993,0.768,-4.589,5,18,0.955,6.328,4.386,1.937,1.708,5.675,0.027,10.695,6.395,False,False,False,False
186,0.636,7.829,4.672,9.993,0.865,-4.672,5,19,0.955,6.328,4.386,1.937,1.708,5.675,0.027,10.695,6.395,False,False,False,False
187,0.573,8.125,4.774,9.993,0.979,-4.774,5,20,0.955,6.328,4.386,1.937,1.708,5.675,0.027,10.695,6.395,False,False,False,False
188,0.511,8.419,4.886,9.993,1.127,-4.886,5,21,0.955,6.328,4.386,1.937,1.708,5.675,0.027,10.695,6.395,False,False,False,False
189,0.450,8.706,5.013,9.993,1.306,-5.013,5,22,0.955,6.328,4.386,1.937,1.708,5.675,0.027,10.695,6.395,False,False,False,False
190,0.390,8.988,5.152,9.993,1.539,-5.152,5,23,0.955,6.328,4.386,1.937,1.708,5.675,0.027,10.695,6.395,False,False,False,False
191,0.331,9.263,5.304,9.993,1.868,-5.304,5,24,0.955,6.328,4.386,1.937,1.708,5.675,0.027,10.695,6.395,False,False,False,False
192,0.274,9.531,5.468,9.993,2.191,-5.468,5,25,0.955,6.328,4.386,1.937,1.708,5.675,0.027,10.695,6.395,False,False,False,False
193,0.219,9.793,5.643,9.993,2.478,-5.643,5,26,0.955,6.328,4.386,1.937,1.708,5.675,0.027,10.695,6.395,False,False,False,False
194,0.165,10.045,5.832,9.993,1.742,-5.832,5,27,0.955,6.328,4.386,1.937,1.708,5.675,0.027,10.695,6.395,False,False,False,False
195,0.113,10.291,6.029,9.993,1.937,-6.029,5,28,0.955,6.328,4.386,1.937,1.708,5.675,0.027,10.695,6.395,False,False,False,False
196,2.336,1.997,5.499,10.041,2.097,-5.499,6,0,1.405,6.379,4.384,2.392,1.733,5.670,0.471,10.771,6.395,False,False,False,False
197,2.278,2.271,5.322,10.041,2.104,-5.322,6,1,1.405,6.379,4.384,2.392,1.733,5.670,0.471,10.771,6.395,False,False,False,False
198,2.216,2.559,5.170,10.041,2.059,-5.170,6,2,1.405,6.379,4.384,2.392,1.733,5.670,0.471,10.771,6.395,False,False,False,False
199,2.155,2.847,5.019,10.041,1.935,-5.019,6,3,1.405,6.379,4.384,2.392,1.733,5.670,0.471,10.771,6.395,False,False,False,False
200,2.092,3.147,4.894,10.041,1.760,-4.894,6,4,1.405,6.379,4.384,2.392,1.733,5.670,0.471,10.771,6.395,False,False,False,False
201,2.028,3.447,4.771,10.041,1.457,-4.771,6,5,1.405,6.379,4.384,2.392,1.733,5.670,0.471,10.771,6.395,False,False,False,False
202,1.962,3.757,4.674,10.041,1.094,-4.674,6,6,1.405,6.379,4.384,2.392,1.733,5.670,0.471,10.771,6.395,False,False,False,False
203,1.896,4.067,4.579,10.041,0.689,-4.579,6,7,1.405,6.379,4.384,2.392,1.733,5.670,0.471,10.771,6.395,False,False,False,False
204,1.829,4.384,4.511,10.041,0.332,-4.511,6,8,1.405,6.379,4.384,2.392,1.733,5.670,0.471,10.771,6.395,False,False,False,False
205,1.761,4.701,4.446,10.041,0.092,-4.446,6,9,1.405,6.379,4.384,2.392,1.733,5.670,0.471,10.771,6.395,False,False,False,False
206,1.693,5.023,4.407,10.041,0.006,-4.407,6,10,1.405,6.379,4.384,2.392,1.733,5.670,0.471,10.771,6.395,False,False,False,False
207,1.624,5.345,4.372,10.041,0.057,-4.372,6,11,1.405,6.379,4.384,2.392,1.733,5.670,0.471,10.771,6.395,False,False,False,False
208,1.555,5.668,4.363,10.041,0.357,-4.363,6,12,1.405,6.379,4.384,2.392,1.733,5.670,0.471,10.771,6.395,False,False,False,False
209,1.487,5.992,4.358,10.041,0.642,-4.358,6,13,1.405,6.379,4.384,2.392,1.733,5.670,0.471,10.771,6.395,False,False,False,False
210,1.418,6.315,4.379,10.041,0.993,-4.379,6,14,1.405,6.379,4.384,2.392,1.733,5.670,0.471,10.771,6.395,False,False,False,False
211,1.349,6.638,4.404,10.041,1.264,-4.404,6,15,1.405,6.379,4.384,2.392,1.733,5.670,0.471,10.771,6.395,False,False,False,False
212,1.281,6.958,4.454,10.041,1.484,-4.454,6,16,1.405,6.379,4.384,2.392,1.733,5.670,0.471,10.771,6.395,False,False,False,False
213,1.214,7.277,4.510,10.041,1.574,-4.510,6,17,1.405,6.379,4.384,2.392,1.733,5.670,0.471,10.771,6.395,False,False,False,False
214,1.147,7.591,4.589,10.041,1.646,-4.589,6,18,1.405,6.379,4.384,2.392,1.733,5.670,0.471,10.771,6.395,False,False,False,False
215,1.080,7.903,4.675,10.041,1.817,-4.675,6,19,1.405,6.379,4.384,2.392,1.733,5.670,0.471,10.771,6.395,False,False,False,False
216,1.015,8.210,4.782,10.041,2.116,-4.782,6,20,1.405,6.379,4.384,2.392,1.733,5.670,0.471,10.771,6.395,False,False,False,False
217,0.951,8.514,4.897,10.041,2.460,-4.897,6,21,1.405,6.379,4.384,2.392,1.733,5.670,0.471,10.771,6.395,False,False,False,False
218,0.888,8.809,5.032,10.041,2.760,-5.032,6,22,1.405,6.379,4.384,2.392,1.733,5.670,0.471,10.771,6.395,False,False,False,False
219,0.826,9.101,5.175,10.041,1.445,-5.175,6,23,1.405,6.379,4.384,2.392,1.733,5.670,0.471,10.771,6.395,False,False,False,False
220,0.766,9.383,5.336,10.041,1.645,-5.336,6,24,1.405,6.379,4.384,2.392,1.733,5.670,0.471,10.771,6.395,False,False,False,False
221,0.707,9.661,5.505,10.041,1.780,-5.505,6,25,1.405,6.379,4.384,2.392,1.733,5.670,0.471,10.771,6.395,False,False,False,False
222,0.650,9.928,5.692,10.041,1.830,-5.692,6,26,1.405,6.379,4.384,2.392,1.733,5.670,0.471,10.771,6.395,False,False,False,False
223,0.594,10.190,5.887,10.041,1.815,-5.887,6,27,1.405,6.379,4.384,2.392,1.733,5.670,0.471,10.771,6.395,False,False,False,False
224,0.541,10.439,6.097,10.041,1.711,-6.097,6,28,1.405,6.379,4.384,2.392,1.733,5.670,0.471,10.771,6.395,False,False,False,False
225,2.760,2.164,5.410,10.082,1.503,-5.410,7,0,1.853,6.434,4.381,2.845,1.767,5.665,0.915,10.847,6.395,False,False,False,False
226,2.701,2.444,5.244,10.082,1.189,-5.244,7,1,1.853,6.434,4.381,2.845,1.767,5.665,0.915,10.847,6.395,False,False,False,False
227,2.639,2.733,5.094,10.082,0.821,-5.094,7,2,1.853,6.434,4.381,2.845,1.767,5.665,0.915,10.847,6.395,False,False,False,False
228,2.577,3.026,4.955,10.082,0.405,-4.955,7,3,1.853,6.434,4.381,2.845,1.767,5.665,0.915,10.847,6.395,False,False,False,False
229,2.513,3.327,4.833,10.082,0.076,-4.833,7,4,1.853,6.434,4.381,2.845,1.767,5.665,0.915,10.847,6.395,False,False,False,False
230,2.448,3.632,4.721,10.082,0.073,-4.721,7,5,1.853,6.434,4.381,2.845,1.767,5.665,0.915,10.847,6.395,False,False,False,False
231,2.382,3.942,4.627,10.082,0.391,-4.627,7,6,1.853,6.434,4.381,2.845,1.767,5.665,0.915,10.847,6.395,False,False,False,False
232,2.316,4.255,4.543,10.082,0.776,-4.543,7,7,1.853,6.434,4.381,2.845,1.767,5.665,0.915,10.847,6.395,False,False,False,False
233,2.248,4.573,4.478,10.082,1.276,-4.478,7,8,1.853,6.434,4.381,2.845,1.767,5.665,0.915,10.847,6.395,False,False,False,False
234,2.181,4.892,4.423,10.082,1.596,-4.423,7,9,1.853,6.434,4.381,2.845,1.767,5.665,0.915,10.847,6.395,False,False,False,False
235,2.112,5.214,4.389,10.082,1.787,-4.389,7,10,1.853,6.434,4.381,2.845,1.767,5.665,0.915,10.847,6.395,False,False,False,False
236,2.044,5.536,4.362,10.082,1.857,-4.362,7,11,1.853,6.434,4.381,2.845,1.767,5.665,0.915,10.847,6.395,False,False,False,False
237,1.975,5.860,4.358,10.082,1.845,-4.358,7,12,1.853,6.434,4.381,2.845,1.767,5.665,0.915,10.847,6.395,False,False,False,False
238,1.906,6.184,4.361,10.082,1.983,-4.361,7,13,1.853,6.434,4.381,2.845,1.767,5.665,0.915,10.847,6.395,False,False,False,False
239,1.837,6.507,4.387,10.082,2.244,-4.387,7,14,1.853,6.434,4.381,2.845,1.767,5.665,0.915,10.847,6.395,False,False,False,False
240,1.769,6.829,4.419,10.082,2.600,-4.419,7,15,1.853,6.434,4.381,2.845,1.767,5.665,0.915,10.847,6.395,False,False,False,False
241,1.701,7.148,4.475,10.082,2.902,-4.475,7,16,1.853,6.434,4.381,2.845,1.767,5.665,0.915,10.847,6.395,False,False,False,False
242,1.634,7.466,4.536,10.082,0.500,-4.536,7,17,1.853,6.434,4.381,2.845,1.767,5.665,0.915,10.847,6.395,False,False,False,False
243,1.567,7.778,4.622,10.082,0.464,-4.622,7,18,1.853,6.434,4.381,2.845,1.767,5.665,0.915,10.847,6.395,False,False,False,False
244,1.501,8.090,4.712,10.082,0.426,-4.712,7,19,1.853,6.434,4.381,2.845,1.767,5.665,0.915,10.847,6.395,False,False,False,False
245,1.436,8.394,4.826,10.082,0.371,-4.826,7,20,1.853,6.434,4.381,2.845,1.767,5.665,0.915,10.847,6.395,False,False,False,False
246,1.372,8.696,4.944,10.082,0.359,-4.944,7,21,1.853,6.434,4.381,2.845,1.767,5.665,0.915,10.847,6.395,False,False,False,False
247,1.310,8.989,5.086,10.082,0.384,-5.086,7,22,1.853,6.434,4.381,2.845,1.767,5.665,0.915,10.847,6.395,False,False,False,False
248,1.248,9.280,5.231,10.082,0.510,-5.231,7,23,1.853,6.434,4.381,2.845,1.767,5.665,0.915,10.847,6.395,False,False,False,False
249,1.189,9.558,5.400,10.082,0.689,-5.400,7,24,1.853,6.434,4.381,2.845,1.767,5.665,0.915,10.847,6.395,False,False,False,False
250,1.130,9.835,5.570,10.082,0.903,-5.570,7,25,1.853,6.434,4.381,2.845,1.767,5.665,0.915,10.847,6.395,False,False,False,False
251,1.074,10.097,5.764,10.082,1.045,-5.764,7,26,1.853,6.434,4.381,2.845,1.767,5.665,0.915,10.847,6.395,False,False,False,False
252,1.018,10.359,5.959,10.082,1.138,-5.959,7,27,1.853,6.434,4.381,2.845,1.767,5.665,0.915,10.847,6.395,False,False,False,False
253,0.967,10.603,6.177,10.082,1.145,-6.177,7,28,1.853,6.434,4.381,2.845,1.767,5.665,0.915,10.847,6.395,False,False,False,False
254,3.578,0.481,6.182,9.980,1.053,-6.182,8,0,2.701,4.607,4.385,3.628,0.247,6.395,1.721,9.219,5.672,False,False,False,False
255,3.527,0.724,5.963,9.980,0.836,-5.963,8,1,2.701,4.607,4.385,3.628,0.247,6.395,1.721,9.219,5.672,False,False,False,False
256,3.471,0.984,5.766,9.980,0.547,-5.766,8,2,2.701,4.607,4.385,3.628,0.247,6.395,1.721,9.219,5.672,False,False,False,False
257,3.416,1.245,5.570,9.980,0.213,-5.570,8,3,2.701,4.607,4.385,3.628,0.247,6.395,1.721,9.219,5.672,False,False,False,False
258,3.357,1.522,5.398,9.980,0.006,-5.398,8,4,2.701,4.607,4.385,3.628,0.247,6.395,1.721,9.219,5.672,False,False,False,False
259,3.298,1.799,5.228,9.980,0.092,-5.228,8,5,2.701,4.607,4.385,3.628,0.247,6.395,1.721,9.219,5.672,False,False,False,False
260,3.236,2.090,5.083,9.980,0.398,-5.083,8,6,2.701,4.607,4.385,3.628,0.247,6.395,1.721,9.219,5.672,False,False,False,False
261,3.174,2.382,4.939,9.980,0.801,-4.939,8,7,2.701,4.607,4.385,3.628,0.247,6.395,1.721,9.219,5.672,False,False,False,False
262,3.110,2.685,4.822,9.980,1.356,-4.822,8,8,2.701,4.607,4.385,3.628,0.247,6.395,1.721,9.219,5.672,False,False,False,False
263,3.045,2.988,4.707,9.980,1.769,-4.707,8,9,2.701,4.607,4.385,3.628,0.247,6.395,1.721,9.219,5.672,False,False,False,False
264,2.979,3.300,4.618,9.980,2.069,-4.618,8,10,2.701,4.607,4.385,3.628,0.247,6.395,1.721,9.219,5.672,False,False,False,False
265,2.913,3.613,4.532,9.980,0.271,-4.532,8,11,2.701,4.607,4.385,3.628,0.247,6.395,1.721,9.219,5.672,False,False,False,False
266,2.845,3.931,4.473,9.980,0.217,-4.473,8,12,2.701,4.607,4.385,3.628,0.247,6.395,1.721,9.219,5.672,False,False,False,False
267,2.777,4.250,4.417,9.980,0.172,-4.417,8,13,2.701,4.607,4.385,3.628,0.247,6.395,1.721,9.219,5.672,False,False,False,False
268,2.708,4.573,4.388,9.980,0.128,-4.388,8,14,2.701,4.607,4.385,3.628,0.247,6.395,1.721,9.219,5.672,False,False,False,False
269,2.640,4.896,4.362,9.980,0.109,-4.362,8,15,2.701,4.607,4.385,3.628,0.247,6.395,1.721,9.219,5.672,False,False,False,False
270,2.571,5.219,4.363,9.980,0.121,-4.363,8,16,2.701,4.607,4.385,3.628,0.247,6.395,1.721,9.219,5.672,False,False,False,False
271,2.502,5.543,4.367,9.980,0.186,-4.367,8,17,2.701,4.607,4.385,3.628,0.247,6.395,1.721,9.219,5.672,False,False,False,False
272,2.434,5.864,4.399,9.980,0.305,-4.399,8,18,2.701,4.607,4.385,3.628,0.247,6.395,1.721,9.219,5.672,False,False,False,False
273,2.366,6.186,4.434,9.980,0.442,-4.434,8,19,2.701,4.607,4.385,3.628,0.247,6.395,1.721,9.219,5.672,False,False,False,False
274,2.298,6.504,4.495,9.980,0.559,-4.495,8,20,2.701,4.607,4.385,3.628,0.247,6.395,1.721,9.219,5.672,False,False,False,False
275,2.231,6.821,4.560,9.980,0.647,-4.560,8,21,2.701,4.607,4.385,3.628,0.247,6.395,1.721,9.219,5.672,False,False,False,False
276,2.164,7.132,4.651,9.980,0.665,-4.651,8,22,2.701,4.607,4.385,3.628,0.247,6.395,1.721,9.219,5.672,False,False,False,False
277,2.098,7.443,4.746,9.980,0.571,-4.746,8,23,2.701,4.607,4.385,3.628,0.247,6.395,1.721,9.219,5.672,False,False,False,False
278,2.034,7.745,4.866,9.980,0.392,-4.866,8,24,2.701,4.607,4.385,3.628,0.247,6.395,1.721,9.219,5.672,False,False,False,False
279,1.970,8.045,4.990,9.980,0.206,-4.990,8,25,2.701,4.607,4.385,3.628,0.247,6.395,1.721,9.219,5.672,False,False,False,False
280,1.909,8.334,5.137,9.980,0.053,-5.137,8,26,2.701,4.607,4.385,3.628,0.247,6.395,1.721,9.219,5.672,False,False,False,False
281,1.848,8.621,5.288,9.980,0.128,-5.288,8,27,2.701,4.607,4.385,3.628,0.247,6.395,1.721,9.219,5.672,False,False,False,False
282,1.789,8.897,5.461,9.980,0.408,-5.461,8,28,2.701,4.607,4.385,3.628,0.247,6.395,1.721,9.219,5.672,False,False,False,False
283,3.991,0.703,6.075,9.920,0.759,-6.075,9,0,3.145,4.682,4.387,4.065,0.353,6.395,2.172,9.261,5.675,False,False,False,False
284,3.940,0.944,5.871,9.920,1.143,-5.871,9,1,3.145,4.682,4.387,4.065,0.353,6.395,2.172,9.261,5.675,False,False,False,False
285,3.886,1.196,5.681,9.920,1.507,-5.681,9,2,3.145,4.682,4.387,4.065,0.353,6.395,2.172,9.261,5.675,False,False,False,False
286,3.831,1.454,5.500,9.920,0.171,-5.500,9,3,3.145,4.682,4.387,4.065,0.353,6.395,2.172,9.261,5.675,False,False,False,False
287,3.775,1.722,5.334,9.920,0.094,-5.334,9,4,3.145,4.682,4.387,4.065,0.353,6.395,2.172,9.261,5.675,False,False,False,False
288,3.717,1.994,5.177,9.920,0.034,-5.177,9,5,3.145,4.682,4.387,4.065,0.353,6.395,2.172,9.261,5.675,False,False,False,False
289,3.657,2.275,5.037,9.920,0.007,-5.037,9,6,3.145,4.682,4.387,4.065,0.353,6.395,2.172,9.261,5.675,False,False,False,False
290,3.596,2.560,4.904,9.920,0.080,-4.904,9,7,3.145,4.682,4.387,4.065,0.353,6.395,2.172,9.261,5.675,False,False,False,False
291,3.534,2.853,4.792,9.920,0.173,-4.792,9,8,3.145,4.682,4.387,4.065,0.353,6.395,2.172,9.261,5.675,False,False,False,False
292,3.471,3.148,4.685,9.920,0.221,-4.685,9,9,3.145,4.682,4.387,4.065,0.353,6.395,2.172,9.261,5.675,False,False,False,False
293,3.407,3.450,4.601,9.920,0.176,-4.601,9,10,3.145,4.682,4.387,4.065,0.353,6.395,2.172,9.261,5.675,False,False,False,False
294,3.343,3.753,4.520,9.920,0.141,-4.520,9,11,3.145,4.682,4.387,4.065,0.353,6.395,2.172,9.261,5.675,False,False,False,False
295,3.277,4.061,4.466,9.920,0.054,-4.466,9,12,3.145,4.682,4.387,4.065,0.353,6.395,2.172,9.261,5.675,False,False,False,False
296,3.212,4.370,4.412,9.920,0.006,-4.412,9,13,3.145,4.682,4.387,4.065,0.353,6.395,2.172,9.261,5.675,False,False,False,False
297,3.145,4.682,4.387,9.920,0.040,-4.387,9,14,3.145,4.682,4.387,4.065,0.353,6.395,2.172,9.261,5.675,False,False,False,False
298,3.079,4.994,4.362,9.920,0.078,-4.362,9,15,3.145,4.682,4.387,4.065,0.353,6.395,2.172,9.261,5.675,False,False,False,False
299,3.013,5.307,4.365,9.920,0.080,-4.365,9,16,3.145,4.682,4.387,4.065,0.353,6.395,2.172,9.261,5.675,False,False,False,False
300,2.946,5.619,4.370,9.920,0.035,-4.370,9,17,3.145,4.682,4.387,4.065,0.353,6.395,2.172,9.261,5.675,False,False,False,False
301,2.880,5.930,4.401,9.920,0.113,-4.401,9,18,3.145,4.682,4.387,4.065,0.353,6.395,2.172,9.261,5.675,False,False,False,False
302,2.814,6.241,4.436,9.920,0.309,-4.436,9,19,3.145,4.682,4.387,4.065,0.353,6.395,2.172,9.261,5.675,False,False,False,False
303,2.749,6.548,4.494,9.920,0.555,-4.494,9,20,3.145,4.682,4.387,4.065,0.353,6.395,2.172,9.261,5.675,False,False,False,False
304,2.684,6.854,4.558,9.920,0.853,-4.558,9,21,3.145,4.682,4.387,4.065,0.353,6.395,2.172,9.261,5.675,False,False,False,False
305,2.619,7.156,4.644,9.920,0.170,-4.644,9,22,3.145,4.682,4.387,4.065,0.353,6.395,2.172,9.261,5.675,False,False,False,False
306,2.556,7.456,4.736,9.920,0.094,-4.736,9,23,3.145,4.682,4.387,4.065,0.353,6.395,2.172,9.261,5.675,False,False,False,False
307,2.493,7.749,4.849,9.920,0.041,-4.849,9,24,3.145,4.682,4.387,4.065,0.353,6.395,2.172,9.261,5.675,False,False,False,False
308,2.432,8.039,4.969,9.920,0.014,-4.969,9,25,3.145,4.682,4.387,4.065,0.353,6.395,2.172,9.261,5.675,False,False,False,False
309,2.372,8.320,5.107,9.920,0.059,-5.107,9,26,3.145,4.682,4.387,4.065,0.353,6.395,2.172,9.261,5.675,False,False,False,False
310,2.313,8.597,5.254,9.920,0.102,-5.254,9,27,3.145,4.682,4.387,4.065,0.353,6.395,2.172,9.261,5.675,False,False,False,False
311,2.256,8.866,5.416,9.920,0.119,-5.416,9,28,3.145,4.682,4.387,4.065,0.353,6.395,2.172,9.261,5.675,False,False,False,False
312,4.453,0.693,6.181,9.876,0.138,-6.181,10,0,3.588,4.766,4.389,4.503,0.460,6.395,2.619,9.321,5.679,False,False,False,False
313,4.404,0.926,5.966,9.876,0.149,-5.966,10,1,3.588,4.766,4.389,4.503,0.460,6.395,2.619,9.321,5.679,False,False,False,False
314,4.351,1.176,5.774,9.876,0.201,-5.774,10,2,3.588,4.766,4.389,4.503,0.460,6.395,2.619,9.321,5.679,False,False,False,False
315,4.297,1.427,5.583,9.876,0.287,-5.583,10,3,3.588,4.766,4.389,4.503,0.460,6.395,2.619,9.321,5.679,False,False,False,False
316,4.241,1.693,5.414,9.876,0.353,-5.414,10,4,3.588,4.766,4.389,4.503,0.460,6.395,2.619,9.321,5.679,False,False,False,False
317,4.184,1.960,5.248,9.876,0.371,-5.248,10,5,3.588,4.766,4.389,4.503,0.460,6.395,2.619,9.321,5.679,False,False,False,False
318,4.125,2.239,5.104,9.876,0.325,-5.104,10,6,3.588,4.766,4.389,4.503,0.460,6.395,2.619,9.321,5.679,False,False,False,False
319,4.065,2.521,4.964,9.876,0.244,-4.964,10,7,3.588,4.766,4.389,4.503,0.460,6.395,2.619,9.321,5.679,False,False,False,False
320,4.003,2.811,4.845,9.876,0.154,-4.845,10,8,3.588,4.766,4.389,4.503,0.460,6.395,2.619,9.321,5.679,False,False,False,False
321,3.941,3.104,4.732,9.876,0.092,-4.732,10,9,3.588,4.766,4.389,4.503,0.460,6.395,2.619,9.321,5.679,False,False,False,False
322,3.877,3.404,4.640,9.876,0.042,-4.640,10,10,3.588,4.766,4.389,4.503,0.460,6.395,2.619,9.321,5.679,False,False,False,False
323,3.813,3.706,4.556,9.876,0.043,-4.556,10,11,3.588,4.766,4.389,4.503,0.460,6.395,2.619,9.321,5.679,False,False,False,False
324,3.748,4.012,4.492,9.876,0.138,-4.492,10,12,3.588,4.766,4.389,4.503,0.460,6.395,2.619,9.321,5.679,False,False,False,False
325,3.682,4.320,4.437,9.876,0.315,-4.437,10,13,3.588,4.766,4.389,4.503,0.460,6.395,2.619,9.321,5.679,False,False,False,False
326,3.616,4.631,4.400,9.876,0.555,-4.400,10,14,3.588,4.766,4.389,4.503,0.460,6.395,2.619,9.321,5.679,False,False,False,False
327,3.550,4.943,4.374,9.876,0.862,-4.374,10,15,3.588,4.766,4.389,4.503,0.460,6.395,2.619,9.321,5.679,False,False,False,False
328,3.483,5.256,4.366,9.876,1.225,-4.366,10,16,3.588,4.766,4.389,4.503,0.460,6.395,2.619,9.321,5.679,False,False,False,False
329,3.417,5.568,4.370,9.876,1.587,-4.370,10,17,3.588,4.766,4.389,4.503,0.460,6.395,2.619,9.321,5.679,False,False,False,False
330,3.351,5.880,4.389,9.876,0.389,-4.389,10,18,3.588,4.766,4.389,4.503,0.460,6.395,2.619,9.321,5.679,False,False,False,False
331,3.285,6.190,4.424,9.876,0.265,-4.424,10,19,3.588,4.766,4.389,4.503,0.460,6.395,2.619,9.321,5.679,False,False,False,False
332,3.219,6.499,4.471,9.876,0.186,-4.471,10,20,3.588,4.766,4.389,4.503,0.460,6.395,2.619,9.321,5.679,False,False,False,False
333,3.154,6.806,4.535,9.876,0.116,-4.535,10,21,3.588,4.766,4.389,4.503,0.460,6.395,2.619,9.321,5.679,False,False,False,False
334,3.089,7.110,4.610,9.876,0.050,-4.610,10,22,3.588,4.766,4.389,4.503,0.460,6.395,2.619,9.321,5.679,False,False,False,False
335,3.026,7.409,4.703,9.876,0.019,-4.703,10,23,3.588,4.766,4.389,4.503,0.460,6.395,2.619,9.321,5.679,False,False,False,False
336,2.963,7.706,4.805,9.876,0.005,-4.805,10,24,3.588,4.766,4.389,4.503,0.460,6.395,2.619,9.321,5.679,False,False,False,False
337,2.901,7.995,4.926,9.876,0.005,-4.926,10,25,3.588,4.766,4.389,4.503,0.460,6.395,2.619,9.321,5.679,False,False,False,False
338,2.840,8.281,5.054,9.876,0.028,-5.054,10,26,3.588,4.766,4.389,4.503,0.460,6.395,2.619,9.321,5.679,False,False,False,False
339,2.781,8.558,5.202,9.876,0.066,-5.202,10,27,3.588,4.766,4.389,4.503,0.460,6.395,2.619,9.321,5.679,False,False,False,False
340,2.723,8.832,5.355,9.876,0.103,-5.355,10,28,3.588,4.766,4.389,4.503,0.460,6.395,2.619,9.321,5.679,False,False,False,False
341,4.860,0.945,6.108,10.683,0.123,-6.108,11,0,3.917,5.380,4.573,4.940,0.569,6.395,2.875,10.282,6.122,False,False,False,False
342,4.805,1.200,5.923,10.683,0.158,-5.923,11,1,3.917,5.380,4.573,4.940,0.569,6.395,2.875,10.282,6.122,False,False,False,False
343,4.749,1.466,5.754,10.683,0.202,-5.754,11,2,3.917,5.380,4.573,4.940,0.569,6.395,2.875,10.282,6.122,False,False,False,False
344,4.692,1.733,5.587,10.683,0.277,-5.587,11,3,3.917,5.380,4.573,4.940,0.569,6.395,2.875,10.282,6.122,False,False,False,False
345,4.633,2.013,5.444,10.683,0.373,-5.444,11,4,3.917,5.380,4.573,4.940,0.569,6.395,2.875,10.282,6.122,False,False,False,False
346,4.573,2.293,5.300,10.683,0.450,-5.300,11,5,3.917,5.380,4.573,4.940,0.569,6.395,2.875,10.282,6.122,False,False,False,False
347,4.512,2.582,5.177,10.683,0.478,-5.177,11,6,3.917,5.380,4.573,4.940,0.569,6.395,2.875,10.282,6.122,False,False,False,False
348,4.450,2.873,5.059,10.683,0.450,-5.059,11,7,3.917,5.380,4.573,4.940,0.569,6.395,2.875,10.282,6.122,False,False,False,False
349,4.387,3.169,4.957,10.683,0.423,-4.957,11,8,3.917,5.380,4.573,4.940,0.569,6.395,2.875,10.282,6.122,False,False,False,False
350,4.323,3.469,4.865,10.683,0.367,-4.865,11,9,3.917,5.380,4.573,4.940,0.569,6.395,2.875,10.282,6.122,False,False,False,False
351,4.259,3.771,4.784,10.683,0.346,-4.784,11,10,3.917,5.380,4.573,4.940,0.569,6.395,2.875,10.282,6.122,False,False,False,False
352,4.194,4.078,4.719,10.683,0.270,-4.719,11,11,3.917,5.380,4.573,4.940,0.569,6.395,2.875,10.282,6.122,False,False,False,False
353,4.129,4.385,4.659,10.683,0.162,-4.659,11,12,3.917,5.380,4.573,4.940,0.569,6.395,2.875,10.282,6.122,False,False,False,False
354,4.062,4.696,4.622,10.683,0.067,-4.622,11,13,3.917,5.380,4.573,4.940,0.569,6.395,2.875,10.282,6.122,False,False,False,False
355,3.996,5.007,4.585,10.683,0.015,-4.585,11,14,3.917,5.380,4.573,4.940,0.569,6.395,2.875,10.282,6.122,False,False,False,False
356,3.930,5.320,4.574,10.683,0.089,-4.574,11,15,3.917,5.380,4.573,4.940,0.569,6.395,2.875,10.282,6.122,False,False,False,False
